placekey,parent_placekey,location_name,safegraph_brand_ids,brands,top_category,sub_category,naics_code,latitude,longitude,street_address,city,region,postal_code,iso_country_code,phone_number,open_hours,category_tags,opened_on,closed_on,tracking_closed_since,geometry_type
223-223@5qc-zy6-wx5,,Cafe Rio,SG_BRAND_0987fe3791128ba218e22b80327a074a,Cafe Rio,Restaurants and Other Eating Places,Full-Service Restaurants,722511,41.090156,-111.981905,2065 Harris Blvd,Layton,UT,84041,US,+18019911800,"{ ""Mon"": [[""10:30"", ""22:00""]], ""Tue"": [[""10:30"", ""22:00""]], ""Wed"": [[""10:30"", ""22:00""]], ""Thu"": [[""10:30"", ""23:00""]], ""Fri"": [[""10:30"", ""23:00""]], ""Sat"": [[""10:30"", ""23:00""]], ""Sun"": [[""10:30"", ""22:00""]] }","Counter Service,Lunch,Mexican Food,Catering,Dinner",,,2019-07-01,POLYGON
223-226@5qc-zyy-6hq,223-223@5qc-zyy-6hq,Walgreens Pharmacy,SG_BRAND_33ef43259b465c12,Walgreens Pharmacy,Health and Personal Care Stores,Pharmacies and Drug Stores,446110,41.088716,-112.046176,1037 W 1700 S,Syracuse,UT,84075,US,,"{ ""Mon"": [[""9:00"", ""21:00""]], ""Tue"": [[""9:00"", ""21:00""]], ""Wed"": [[""9:00"", ""21:00""]], ""Thu"": [[""9:00"", ""21:00""]], ""Fri"": [[""9:00"", ""21:00""]], ""Sat"": [[""9:00"", ""17:00""]], ""Sun"": [[""9:00"", ""17:00""]] }","",,,2021-07-19,POLYGON
224-222@5qc-zyg-gff,,Miya Gerald Dentist,"","",Offices of Dentists,Offices of Dentists,621210,41.068141,-111.93057,1833 E Ridge Rd,Layton,UT,84040,US,+18015464830,,"",,,2019-07-01,POLYGON
224-222@5qc-zys-kpv,,Dustin Jasmer,"","",Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111,41.068121,-111.950544,555 N Fairfield Rd,Layton,UT,84041,US,,"{ ""Mon"": [], ""Tue"": [[""9:00"", ""17:00""]], ""Wed"": [[""9:00"", ""17:00""]], ""Thu"": [[""9:00"", ""17:00""]], ""Fri"": [[""9:00"", ""17:00""]], ""Sat"": [[""9:00"", ""17:00""]], ""Sun"": [] }","",,,2019-07-01,POLYGON
224-222@5qd-2fq-r49,227-223@5qd-2fq-tgk,Wendy's,SG_BRAND_962f9b1d1de0bf5b87f4782eafcfd5e5,Wendy's,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,41.244689,-111.969515,1176 Washington Blvd,Ogden,UT,84404,US,+18016278144,"{ ""Mon"": [[""10:30"", ""20:00""]], ""Tue"": [[""10:30"", ""20:00""]], ""Wed"": [[""10:30"", ""20:00""]], ""Thu"": [[""10:30"", ""20:00""]], ""Fri"": [[""10:30"", ""20:00""]], ""Sat"": [[""10:30"", ""20:00""]], ""Sun"": [[""10:30"", ""20:00""]] }","Counter Service,Late Night,Lunch,Fast Food,Drive Through,Breakfast,Dinner,Burgers",,,2019-07-01,POLYGON
224-223@5qc-zy6-fvf,zzw-224@5qc-zy6-fxq,Osaka Japan,"","",Restaurants and Other Eating Places,Full-Service Restaurants,722511,41.07887,-111.977656,1201 N Hill Field Rd,Layton,UT,84041,US,+18016938646,,"Japanese Food,Sushi",,,2019-07-01,POLYGON
224-223@5qc-zz3-mtv,,7-Eleven,SG_BRAND_2e2448f12fc87fe452e9166153797a7f,7-Eleven,Grocery Stores,Convenience Stores,445120,41.118446,-112.064189,310 N 2000 W,West Point,UT,84015,US,,,"Snacks,Sandwich Shop,Discount Store,Coffee Shop,Beverages",,,2019-07-01,POLYGON
224-223@5qd-222-qfz,zzw-226@5qd-222-qfz,Randall D Barnett MD,"","",Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111,41.165225,-111.969401,5405 S 500 E Ste 101,Washington Terrace,UT,84405,US,,"{ ""Mon"": [[""9:00"", ""17:00""]], ""Tue"": [[""9:00"", ""17:00""]], ""Wed"": [[""9:00"", ""17:00""]], ""Thu"": [[""9:00"", ""17:00""]], ""Fri"": [[""9:00"", ""17:00""]], ""Sat"": [], ""Sun"": [] }",Cosmetic Surgery,,,2019-07-01,POLYGON
225-222@5qc-zy7-dy9,,Visiting Angels,SG_BRAND_40de5eacba5b3d875c350bdd1774cd0e,Visiting Angels,Individual and Family Services,Services for the Elderly and Persons with Disabilities,624120,41.088906,-111.996996,1649 W Antelope Dr Ste 370,Layton,UT,84041,US,,,Assisted Living,,,2020-12-21,POLYGON
226-222@5qc-zyw-fvf,,Kids Town Pediatric Dentistry,"","",Offices of Dentists,Offices of Dentists,621210,41.102303,-112.0649,780 S 2000 W Ste F2,Syracuse,UT,84075,US,+18017768176,,Pediatric Dentists,,,2019-07-01,POLYGON
226-222@5qd-3pv-s89,,Nail Envy,"","",Personal Care Services,"Hair, Nail, and Skin Care Services",81211,40.887781,-111.880957,158 S Main St,Bountiful,UT,84010,US,+18019870246,"{ ""Mon"": [], ""Tue"": [[""9:00"", ""19:00""]], ""Wed"": [[""9:00"", ""19:00""]], ""Thu"": [[""9:00"", ""19:00""]], ""Fri"": [[""10:00"", ""18:00""]], ""Sat"": [], ""Sun"": [] }","",,2021-10-23,2019-07-01,POLYGON
228-223@5qd-3pn-jd9,,Donna Pozzuoli Berkshire Hathaway,"","",Offices of Real Estate Agents and Brokers,Offices of Real Estate Agents and Brokers,531210,40.859984,-111.898536,1010 N 500 E Ste 310,North Salt Lake,UT,84054,US,+18015808152,,"",,,2019-07-01,POLYGON
229-225@5qd-3pw-3wk,,Back Be Nimble,"","",Offices of Other Health Practitioners,Offices of All Other Miscellaneous Health Practitioners,621399,40.884477,-111.882628,90 W 500 S,Bountiful,UT,84010,US,+17135210003,,"",,,2019-07-01,POLYGON
22b-222@5qc-zy5-r49,,Kim's Fashions,"","",Clothing Stores,,4481,41.094807,-112.005911,1295 S State St,Clearfield,UT,84015,US,+18017763622,"{ ""Mon"": [[""9:00"", ""19:00""]], ""Tue"": [[""9:00"", ""19:00""]], ""Wed"": [[""9:00"", ""19:00""]], ""Thu"": [[""9:00"", ""19:00""]], ""Fri"": [[""9:00"", ""19:00""]], ""Sat"": [[""9:00"", ""19:00""]], ""Sun"": [] }","Accessories,Women's Clothing",,,2019-07-01,POLYGON
22f-222@5qd-3rg-kj9,,Fantastic 3 Bedroom Townhome in Bountiful,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,40.907815,-111.886782,1716 Pages Pl,Bountiful,UT,84010,US,,,"",,,2019-07-01,POLYGON
22g-222@5qd-22t-bkz,,Security Finance,SG_BRAND_9fe8449289467279c329982bb06d75c2,Security Finance,Activities Related to Credit Intermediation,Mortgage and Nonmortgage Loan Brokers,522310,41.174717,-112.025409,4870 S 1900 W,Roy,UT,84067,US,,"{ ""Mon"": [[""9:00"", ""17:00""]], ""Tue"": [[""9:00"", ""17:00""]], ""Wed"": [[""9:00"", ""17:00""]], ""Thu"": [[""9:00"", ""17:00""]], ""Fri"": [[""9:00"", ""18:00""]], ""Sat"": [], ""Sun"": [] }","Financial Advice,Installment Loans",,,2019-07-01,POLYGON
zzw-222@5qc-zy6-xh5,,7th West,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,41.086376,-111.979036,1814 Layton Hills Pkwy,Layton,UT,84041,US,,,"",,,2019-07-01,POLYGON
zzw-222@5qc-zy6-y35,222-224@5qc-zy6-y35,Spherion Staffing Services,SG_BRAND_40bfac78e255df7f6f23279acf7dda67,Spherion Staffing Services,Employment Services,Employment Placement Agencies,561311,41.087351,-111.987261,1868 N 1200 W Ste F,Layton,UT,84041,US,+18015281801,"{ ""Mon"": [[""8:00"", ""17:00""]], ""Tue"": [[""8:00"", ""17:00""]], ""Wed"": [[""8:00"", ""17:00""]], ""Thu"": [[""8:00"", ""17:00""]], ""Fri"": [[""8:00"", ""17:00""]], ""Sat"": [], ""Sun"": [] }","",,,2020-12-22,POLYGON
zzw-222@5qc-zyj-wzf,,Jack Harris Painting & Auto Body,"","",Automotive Repair and Maintenance,,8111,41.041946,-111.951468,445 Market St,Kaysville,UT,84037,US,+18015443653,,Body Shops,,,2019-07-01,POLYGON
zzw-222@5qc-zys-hkf,,Townhouses at 754 E 950 N,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,41.070828,-111.949365,754 E 950 N,Layton,UT,84041,US,,,"",,,2019-07-01,POLYGON
zzw-222@5qd-22p-gc5,zzy-222@5qd-22q-g6k,Grease Monkey,SG_BRAND_e8eaa2fbebd5cdaffc07dac0b45e5455,Grease Monkey,Automotive Repair and Maintenance,Automotive Oil Change and Lubrication Shops,811191,41.140147,-112.067092,2142 W 1800 N,Clinton,UT,84015,US,+18017283456,"{ ""Mon"": [[""8:00"", ""19:00""]], ""Tue"": [[""8:00"", ""19:00""]], ""Wed"": [[""8:00"", ""19:00""]], ""Thu"": [[""8:00"", ""19:00""]], ""Fri"": [[""8:00"", ""19:00""]], ""Sat"": [[""8:00"", ""18:00""]], ""Sun"": [] }","",,,2019-07-01,POLYGON
zzw-222@5qd-2g6-zcq,,Intermountain Healthcare,SG_BRAND_64eace4888ee471d,Intermountain Healthcare,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111,41.192512,-111.94989,3895 Harrison Blvd,Ogden,UT,84403,US,,,"Pediatricians,Urgent Care,Urologists,Neurologist,Cardiology",,,,POLYGON
zzw-222@5qd-2gm-qs5,,All In Stitches,"","","Sporting Goods, Hobby, and Musical Instrument Stores","Sewing, Needlework, and Piece Goods Stores",451130,41.234132,-112.088191,4525 W 1800 S,Ogden,UT,84401,US,+18017316337,,"Arts and Crafts,Fabrics",,,2019-07-01,POLYGON
zzw-222@5qd-2gy-vcq,,Larry's Pool & Spas,"","",Other Miscellaneous Store Retailers,All Other Miscellaneous Store Retailers (except Tobacco Stores),453998,41.21097,-112.015942,2984 Midland Dr,Ogden,UT,84401,US,+18013921127,"{ ""Mon"": [[""9:00"", ""17:00""]], ""Tue"": [[""9:00"", ""17:00""]], ""Wed"": [[""9:00"", ""17:00""]], ""Thu"": [[""9:00"", ""17:00""]], ""Fri"": [[""9:00"", ""17:00""]], ""Sat"": [], ""Sun"": [] }","Pool Cleaner,Pool Service",,,2019-07-01,POLYGON
zzw-222@5qd-2h2-3kf,,Urban Chic,"","","Jewelry, Luggage, and Leather Goods Stores",Luggage and Leather Goods Stores,448320,41.194349,-111.970726,3772 Washington Blvd,South Ogden,UT,84403,US,+18013923000,,Vintage,,,2019-07-01,POLYGON
zzw-222@5qd-2h4-qpv,,Cherry Creek Apartments,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,41.17081,-112.018135,1551 W Riverdale Rd,Riverdale,UT,84405,US,,,"",,,2019-07-01,POLYGON
zzw-222@5ws-k89-nqz,,The Church of Jesus Christ of Latter day Saints,"","",Religious Organizations,Religious Organizations,813110,41.257793,-111.94593,1900 N 4500 W,Ogden,UT,84404,US,+18017322932,,Churches,,,2019-07-01,POLYGON
zzw-223@5qd-2fv-jgk,,Great Clips,SG_BRAND_2455d18c3dd9107af26c64a7f7248edd,Great Clips,Personal Care Services,Beauty Salons,812112,41.243918,-111.980888,145 W 12th St,Ogden,UT,84404,US,+18016274444,"{ ""Mon"": [[""8:00"", ""20:00""]], ""Tue"": [[""8:00"", ""20:00""]], ""Wed"": [[""8:00"", ""20:00""]], ""Thu"": [[""8:00"", ""20:00""]], ""Fri"": [[""8:00"", ""20:00""]], ""Sat"": [[""8:00"", ""20:00""]], ""Sun"": [[""9:00"", ""17:00""]] }","Hair Extensions,Kids' Haircuts,Men's Haircuts",,,2019-07-01,POLYGON
zzw-225@5qc-zy7-f9f,zzw-222@5qc-zy7-ct9,Concentra,SG_BRAND_7b6113c9da934fc76c871770a2f066af,Concentra,Outpatient Care Centers,Freestanding Ambulatory Surgical and Emergency Centers,621493,41.09022,-111.996271,2086 N Robins Dr Ste A,Layton,UT,84041,US,+18017733400,"{ ""Mon"": [[""8:00"", ""17:00""]], ""Tue"": [[""8:00"", ""17:00""]], ""Wed"": [[""8:00"", ""17:00""]], ""Thu"": [[""8:00"", ""17:00""]], ""Fri"": [[""8:00"", ""17:00""]], ""Sat"": [], ""Sun"": [] }","",,,2019-07-01,POLYGON
zzw-226@5qc-zy7-7t9,,Kimberly Durrans RE MAX METRO,"","",Offices of Real Estate Agents and Brokers,Offices of Real Estate Agents and Brokers,531210,41.082823,-111.977413,579 Heritage Park Blvd,Layton,UT,84041,US,,,"",,,2019-07-01,POLYGON
zzw-22b@5qd-2gz-835,zzy-224@5qd-2gz-xdv,Downeast Home and Clothing,"","",Furniture Stores,Furniture Stores,442110,41.195233,-111.982173,3651 Wall Ave,Ogden,UT,84405,US,,"{ ""Mon"": [[""10:00"", ""22:00""]], ""Tue"": [[""10:00"", ""21:00""]], ""Wed"": [[""10:00"", ""21:00""]], ""Thu"": [[""10:00"", ""21:00""]], ""Fri"": [[""10:00"", ""21:00""]], ""Sat"": [[""10:00"", ""21:00""]], ""Sun"": [[""12:00"", ""18:00""]] }","",,,2019-07-01,POLYGON
zzy-222@5qc-zy5-5pv,,Petzl,"","","Sporting Goods, Hobby, and Musical Instrument Stores",Sporting Goods Stores,451110,41.091041,-112.018575,Freeport Center M 7,Clearfield,UT,84016,US,+18012961500,,Outdoor Gear,,,2019-07-01,POLYGON
zzy-222@5qd-22s-j35,,Dilly Dally's,"","",Department Stores,Department Stores,452210,41.164687,-112.024408,5480 S 1900 W,Roy,UT,84067,US,+18018254459,"{ ""Mon"": [[""9:00"", ""20:00""]], ""Tue"": [[""9:00"", ""20:00""]], ""Wed"": [[""9:00"", ""20:00""]], ""Thu"": [[""9:00"", ""20:00""]], ""Fri"": [[""9:00"", ""20:00""]], ""Sat"": [[""9:00"", ""20:00""]], ""Sun"": [] }","",,,2019-07-01,POLYGON
zzy-222@5qd-22w-9mk,,Robert Rice MD,"","",Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111,41.160708,-112.061723,3443 W 5600th S Tanner Clinic,Roy,UT,84067,US,,"{ ""Mon"": [[""8:00"", ""17:00""]], ""Tue"": [[""8:00"", ""17:00""]], ""Wed"": [[""8:00"", ""17:00""]], ""Thu"": [[""8:00"", ""17:00""]], ""Fri"": [[""8:00"", ""17:00""]], ""Sat"": [], ""Sun"": [] }",Orthopedists,,,2019-07-01,POLYGON
zzy-222@5qd-24g-7bk,,Vitality Chiropractic,"","",Offices of Other Health Practitioners,Offices of Chiropractors,621310,40.981582,-111.887865,63 N Main St,Farmington,UT,84025,US,+18017211155,"{ ""Mon"": [[""9:00"", ""17:00""]], ""Tue"": [[""9:00"", ""17:00""]], ""Wed"": [[""9:00"", ""17:00""]], ""Thu"": [[""9:00"", ""17:00""]], ""Fri"": [[""9:00"", ""17:00""]], ""Sat"": [], ""Sun"": [] }",Chiropractors,,,2019-07-01,POLYGON
zzy-222@5qd-2h4-dsq,,Isuzu Truck Sales & Service,"","",Automobile Dealers,Used Car Dealers,441120,41.178251,-111.999417,895 W Riverdale Rd,Riverdale,UT,84405,US,,,Car Dealers,,,2019-07-01,POLYGON
zzy-223@5qc-zzr-6x5,,Amplifon,SG_BRAND_5964e0fc329b5063,Amplifon,Health and Personal Care Stores,All Other Health and Personal Care Stores,446199,41.165319,-111.953142,978 Chambers St Ste 1,South Ogden,UT,84403,US,,,"",,,2022-03-18,POLYGON
zzy-224@5qd-2hh-n89,,Starbucks,SG_BRAND_f116acfe9147494063e58da666d1d57e,Starbucks,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,41.303768,-111.968413,2552 N 400 E,North Ogden,UT,84414,US,+13852458281,,"Snacks,Counter Service,Dessert,Tea House,Coffee Shop,Bakery",,,2019-07-01,POLYGON
222-222@5qc-dq5-bp9,,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,Subway,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,41.044546,-111.676489,388 E 300 N,Morgan,UT,84050,US,+18018294035,"{ ""Mon"": [[""7:00"", ""21:30""]], ""Tue"": [[""7:00"", ""21:30""]], ""Wed"": [[""7:00"", ""20:00""]], ""Thu"": [[""7:00"", ""21:30""]], ""Fri"": [[""7:00"", ""22:00""]], ""Sat"": [[""7:00"", ""22:00""]], ""Sun"": [[""11:00"", ""18:00""]] }","Counter Service,Sandwich Shop,Lunch,Breakfast,Dinner",,,2019-07-01,POLYGON
222-222@5qc-zy6-7bk,,Davis Lanes,"","",Other Amusement and Recreation Industries,Bowling Centers,713950,41.080892,-111.988948,1396 N Main St,Layton,UT,84041,US,+18015441218,"{ ""Mon"": [[""9:00"", ""23:00""]], ""Tue"": [[""9:00"", ""23:00""]], ""Wed"": [[""9:00"", ""23:00""]], ""Thu"": [[""9:00"", ""23:00""]], ""Fri"": [[""9:00"", ""24:00""]], ""Sat"": [[""0:00"", ""1:00""], [""9:00"", ""24:00""]], ""Sun"": [[""0:00"", ""1:00""], [""9:00"", ""22:00""]] }",Bowling,,,2019-07-01,POLYGON
222-222@5qc-zys-66k,,Twisted Sugar,SG_BRAND_15f677dfa81f703e,Twisted Sugar,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,41.060316,-111.958946,377 E Gentile St,Layton,UT,84041,US,,"{ ""Mon"": [[""7:30"", ""21:00""]], ""Tue"": [[""7:30"", ""21:00""]], ""Wed"": [[""7:30"", ""21:00""]], ""Thu"": [[""7:30"", ""21:00""]], ""Fri"": [[""7:30"", ""21:00""]], ""Sat"": [[""9:00"", ""22:00""]], ""Sun"": [] }","Beverages,Sweet Shop",,,2019-07-01,POLYGON
222-222@5qd-2d7-2hq,,Tri City Nursery,"","",Lawn and Garden Equipment and Supplies Stores,,4442,41.030495,-111.950564,395 Deseret Dr,Kaysville,UT,84037,US,+18015461372,,Gardening,,,2019-07-01,POLYGON
222-222@5qd-2dn-2ff,zzw-222@5qd-2dm-3wk,Chase,SG_BRAND_cd8e7918010a87cc619849e00265c9a6,Chase,Depository Credit Intermediation,Commercial Banking,522110,40.982408,-111.903909,100 N Station Pkwy,Farmington,UT,84025,US,,,"Investing,Mortgage Lender,Financial Advice,Auto Loans,Business Financing",,,2019-07-01,POLYGON
222-222@5qd-2fr-v75,,America First,SG_BRAND_6b0cd1ce1bcee01a,America First,Activities Related to Credit Intermediation,Other Activities Related to Credit Intermediation,522390,41.244283,-112.010308,1263 W 12th St,Marriott-Slaterville,UT,84404,US,,"{ ""Mon"": [[""9:00"", ""18:00""]], ""Tue"": [[""9:00"", ""18:00""]], ""Wed"": [[""9:00"", ""18:00""]], ""Thu"": [[""9:00"", ""18:00""]], ""Fri"": [[""9:00"", ""18:00""]], ""Sat"": [[""9:00"", ""15:00""]], ""Sun"": [] }","Mortgage Broker,Mortgage Lender,Financial Advice,Auto Loans,Installment Loans",,,2019-07-01,POLYGON
222-222@5qd-2fw-qj9,,Emeritus Estates,"","",Nursing and Residential Care Facilities,,623,41.281778,-111.968328,1340 N Washington Blvd,Ogden,UT,84404,US,+18018233403,,"Hospice,Retirement Home",,,2019-07-01,POLYGON
222-222@5qd-2g8-rhq,,Stewart Library Special Collections,"","",Other Information Services,Libraries and Archives,519120,41.192249,-111.943259,3921 Central Campus Dr,Ogden,UT,84408,US,+18016266540,"{ ""Mon"": [[""9:00"", ""17:30""]], ""Tue"": [[""9:00"", ""17:30""]], ""Wed"": [[""9:00"", ""17:30""]], ""Thu"": [[""9:00"", ""17:30""]], ""Fri"": [[""9:00"", ""17:30""]], ""Sat"": [[""10:00"", ""14:00""]], ""Sun"": [] }","",,,2019-07-01,POLYGON
222-222@5qd-2gz-yqf,,Young Ford of Ogden,SG_BRAND_80ca06abfa1a5104af9a770f485dad07,Ford Motor Company,Automobile Dealers,New Car Dealers,441110,41.20137,-111.978253,3450 Wall Ave,Ogden,UT,84401,US,,"{ ""Mon"": [[""9:00"", ""20:00""]], ""Tue"": [[""9:00"", ""20:00""]], ""Wed"": [[""9:00"", ""20:00""]], ""Thu"": [[""9:00"", ""20:00""]], ""Fri"": [[""9:00"", ""20:00""]], ""Sat"": [[""9:00"", ""20:00""]], ""Sun"": [] }","",,,2019-07-01,POLYGON
222-222@5qd-3rh-ysq,,South Davis Community Care Center,"","",Nursing Care Facilities (Skilled Nursing Facilities),Nursing Care Facilities (Skilled Nursing Facilities),623110,40.885163,-111.871753,401 S 400 E,Bountiful,UT,84010,US,,,"Dialysis,Elder Care,Hospice,Physical Therapy,Skilled Nursing,Walk-in Clinic",,,2019-07-01,POLYGON
222-223@5qd-24f-389,,Blaser Medical Brett Blaser D O,"","",Personal Care Services,Diet and Weight Reducing Centers,812191,41.001214,-111.903334,722 Shepard Ln,Farmington,UT,84025,US,+13852100195,,"",,,2019-07-01,POLYGON
222-223@5qd-2fr-ty9,zzw-222@5qd-2fr-v75,Paco's Mexican Food,"","",Restaurants and Other Eating Places,Full-Service Restaurants,722511,41.245216,-112.01012,1210 W 12th St,Marriott-Slaterville,UT,84404,US,+18013943618,"{ ""Mon"": [[""6:00"", ""22:00""]], ""Tue"": [[""6:00"", ""22:00""]], ""Wed"": [[""6:00"", ""22:00""]], ""Thu"": [[""6:00"", ""22:00""]], ""Fri"": [[""6:00"", ""22:00""]], ""Sat"": [[""6:00"", ""20:00""]], ""Sun"": [] }",Mexican Food,,,2019-07-01,POLYGON
222-223@5qd-2h9-ghq,,Caterpillar,SG_BRAND_b36725e851150ae2a6e85ce2e48d8193,Caterpillar,"Machinery, Equipment, and Supplies Merchant Wholesalers",Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers,423810,41.223616,-112.024598,2366 S 1900 W,West Haven,UT,84401,US,+18017329701,"{ ""Mon"": [], ""Tue"": [[""8:00"", ""17:00""]], ""Wed"": [[""8:00"", ""17:00""]], ""Thu"": [[""8:00"", ""17:00""]], ""Fri"": [[""8:00"", ""16:30""]], ""Sat"": [], ""Sun"": [] }","Farming Equipment,Safety Equipment",,,2020-10-12,POLYGON
222-225@5qc-zyw-7yv,,Butler Warren L MD Family Practice,"","",Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111,41.086768,-112.065401,2038 W 1900 S,Syracuse,UT,84075,US,,,"Family Doctor,Internal Medicine,Obstetrician-Gynecologist",,,2019-07-01,POLYGON
223-222@5qc-wr8-st9,,Chile Amor,"","",Restaurants and Other Eating Places,Limited-Service Restaurants,722513,40.837738,-111.912908,220 S Highway 89,North Salt Lake,UT,84054,US,+18019360340,"{ ""Mon"": [[""11:00"", ""21:00""]], ""Tue"": [[""11:00"", ""21:00""]], ""Wed"": [[""11:00"", ""21:00""]], ""Thu"": [[""11:00"", ""21:00""]], ""Fri"": [[""11:00"", ""21:00""]], ""Sat"": [[""11:00"", ""21:00""]], ""Sun"": [] }","Dessert,Mexican Food",,,2019-07-01,POLYGON
223-222@5qc-zyc-8qf,223-223@5qc-zyc-8qf,Western Union,SG_BRAND_9ee39f394d21a7f4848ab78a78da00c3,Western Union,Activities Related to Credit Intermediation,Other Activities Related to Credit Intermediation,522390,41.102997,-112.015479,712 S State St,Clearfield,UT,84015,US,,"{ ""Mon"": [], ""Tue"": [], ""Wed"": [], ""Thu"": [], ""Fri"": [], ""Sat"": [[""0:00"", ""24:00""]], ""Sun"": [] }",Currency Exchange,,,2021-02-02,POLYGON
223-222@5qc-zys-2rk,,Grace Presbyterian Church,"","",Religious Organizations,Religious Organizations,813110,41.06993,-111.971913,385 W Golden Ave,Layton,UT,84041,US,,,"Churches,Hindu Temple,Mosque,Sikh Temple,Synagogues",,,2019-07-01,POLYGON
223-222@5qd-2ft-mx5,,Modern Tile,"","",Building Material and Supplies Dealers,,4441,41.232286,-111.975594,1938 Lincoln Ave,Ogden,UT,84401,US,+18017816950,"{ ""Mon"": [[""7:00"", ""16:30""]], ""Tue"": [[""7:00"", ""16:30""]], ""Wed"": [[""7:00"", ""16:30""]], ""Thu"": [[""7:00"", ""16:30""]], ""Fri"": [[""7:00"", ""16:30""]], ""Sat"": [[""9:00"", ""13:00""]], ""Sun"": [] }",Building Supplies,,,2019-07-01,POLYGON
224-222@5qc-zyk-68v,,Red Hanger Cleaners,"","",Drycleaning and Laundry Services,Drycleaning and Laundry Services (except Coin-Operated),812320,41.040474,-111.965229,349 N Flint St Ste 104,Kaysville,UT,84037,US,+18013361663,"{ ""Mon"": [[""7:00"", ""19:00""]], ""Tue"": [[""7:00"", ""19:00""]], ""Wed"": [[""7:00"", ""19:00""]], ""Thu"": [[""7:00"", ""19:00""]], ""Fri"": [[""7:00"", ""19:00""]], ""Sat"": [[""8:00"", ""19:00""]], ""Sun"": [] }",Sewing and Alterations,,,2019-07-01,POLYGON
224-222@5qd-2ft-m6k,,Petro Mart 1,"","",Gasoline Stations,Gasoline Stations with Convenience Stores,447110,41.22943,-111.969855,2080 Washington Blvd,Ogden,UT,84401,US,,,"",,,2019-07-01,POLYGON
224-222@5qd-2h5-wp9,,Gig's Place,"","",Restaurants and Other Eating Places,Full-Service Restaurants,722511,41.222557,-112.000628,975 W 24th St,Ogden,UT,84401,US,+18013921255,,"Bar or Pub,Burgers,Late Night,Sports Bar",,,2019-07-01,POLYGON
224-228@5qc-zy6-fvf,zzw-224@5qc-zy6-fxq,FiiZ Drinks,SG_BRAND_b9ca06a1e8887e4d,FiiZ Drinks,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,41.078389,-111.977508,1201 N Hill Field Rd,Layton,UT,84041,US,+13852480408,"{ ""Mon"": [[""11:00"", ""20:00""]], ""Tue"": [[""11:00"", ""20:00""]], ""Wed"": [[""11:00"", ""20:00""]], ""Thu"": [[""11:00"", ""20:00""]], ""Fri"": [[""11:00"", ""21:00""]], ""Sat"": [[""11:00"", ""21:00""]], ""Sun"": [[""12:00"", ""18:00""]] }","Beverages,Cafe,Smoothie & Juice Bar",,,2021-12-07,POLYGON
225-222@5qc-zyj-v75,,Renzo Gracie,"","",Other Schools and Instruction,Sports and Recreation Instruction,611620,41.040223,-111.955676,860 W 300 N Ste 200,Kaysville,UT,84037,US,,"{ ""Mon"": [[""11:30"", ""21:30""]], ""Tue"": [[""11:30"", ""21:30""]], ""Wed"": [[""11:30"", ""21:30""]], ""Thu"": [[""10:30"", ""21:30""]], ""Fri"": [[""11:30"", ""21:30""]], ""Sat"": [[""9:30"", ""14:00""]], ""Sun"": [[""9:30"", ""14:00""]] }","Brazilian Jiu-Jitsu,Martial Arts",,,2019-07-01,POLYGON
225-222@5qc-zyj-wff,225-223@5qc-zyj-wff,Nephrology of Northern Utah,"","",Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111,41.045725,-111.953509,942 S Main St,Layton,UT,84041,US,+18014791117,,Nephrologists,,,2019-07-01,POLYGON
225-222@5qc-zyn-9vf,,Home Storage Center,"","",Specialty Food Stores,Fruit and Vegetable Markets,445230,41.040362,-111.943331,362 N 300 W,Kaysville,UT,84037,US,+18015462424,,"",,,2019-07-01,POLYGON
225-222@5qc-zzr-hh5,,Right at Home,SG_BRAND_933b043e46cbd35fe0f3ebb5a77c791e,Right at Home,Home Health Care Services,Home Health Care Services,621610,41.162372,-111.941435,1496 E 5600 S Ste 6,South Ogden,UT,84403,US,+18014797026,,"Assisted Living,Elder Care,Habilitative Services,Skilled Nursing",,,2020-12-09,POLYGON
